,,,,,,,,,,,,,,,,,,,False,Way Better Postcard,,e-commerce Company ,"Maryland City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,The Kin Keepers,,social networking Company ,"Coquitlam, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,False,MTG-Code,Nikolay Mariniak,"Founder, N Digital  ","Varna, Bulgaria",Company Size : less than 10 employees
Nevina Infotech,https://extract.co/nevinainfotech30,Ahmedabad,India,2011,21 to 50 employees,2 Offices (MNC),Clients from 6 Countries,nevinainfotech.com,+91 75729 70470 +1 512-380-1093,$15 to $25,"$18,000 to $38,000","['laravel 58.03%', 'html 45.03%', 'swift 45.03%', 'java 38.53%', 'angular.js 38.53%', 'wordpress 38.53%', 'javascript 32.03%']","[',58.03/100 e-commerce,38.53/100 startup,32.03/100 food & beverages,10/100 construction,10/100 education,10/100 entertainment,10/100 fashion,10/100 games,10/100 government,10/100 sports,']",Sherr,Amir Dutt,"CEO, Sherr  ","Vancouver, Canada",Company Size : less than 10 employees,True,Hired Magento Developer,Jyoti Lorish,"Project Manager, Solveda LLC  ","Noida, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Learn How,JAQUES ABOU RJEILY,"Owner, Learn How  ","Doha, Qatar",Company Size : less than 10 employees,True,Hired QA,Sarita Hemnani,"HR Manager, Cygnet Infotech  ","Ahmedabad, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Infinitive Host Development and Maintenance,Kuldeep Negi,"Owner, Infinitive Host  ","Jaipur, India",Company Size : 21 to 50 employees,False,BRANDZ+,MR.SALIM ALI AL WAHAIBI,"CEO, IOI LLC  ","Muscat, Oman",Company Size : less than 10 employees
,,,,,,,,,,,,,,Azul Aqua,Samir Khoja,"Owner, Azul Aqua  ","Matola, Mozambique",Company Size : 201 to 350 employees,False,Gujarat Food Industries,Rahil Koradia,"Owner, Gujarat Food Industries  ","Ahmedabad, India",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,KadamColors,Aniq,"Owner, kadamcolors.com  ","Ahmedabad, India",Company Size : 21 to 50 employees,False,Quick Appetite,Mauricio Corrales,"CEO, Quick Appetite  ","Montreal, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,mints pep,Mr. Favoured Charlie,"CEO, mints pep  ","Medina, Saudi Arabia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Statue of Unity,Naresh Pandya,"Project Manager, GIPL  ","Ahmedabad, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,KadamColors,Aniq,"Owner, kadamcolors.com  ","Ahmedabad, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Azul Aqua,Samir Khoja,"Owner, Azul Aqua  ","Matola, Mozambique",Company Size : 201 to 350 employees
,,,,,,,,,,,,,,,,,,,False,Infinitive Host Development and Maintenance,Kuldeep Negi,"Owner, Infinitive Host  ","Jaipur, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Learn How,JAQUES ABOU RJEILY,"Owner, Learn How  ","Doha, Qatar",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Classfeed.ca,Roman Grod,"CEO, Classfeed.ca  ","Vancouver, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Sherr,Amir Dutt,"CEO, Sherr  ","Vancouver, Canada",Company Size : less than 10 employees
AppInventiv Technologies,https://extract.co/appinventiv,Noida,India,2015,101 to 200 employees,2 Offices (MNC),Clients from 17 Countries,appinventiv.com,+91 88269 09998 +1 516-360-2786,$15 to $25,"$150,000 to $250,000","['swift 83.85%', 'java 83.85%', 'amazon web services 83.71%', 'objective c 83.71%', 'php 83.71%', 'app engine 71.04%', 'nodejs 58.03%', 'bluetooth low energy 58.03%', 'ibeacon 51.53%', 'angular.js 38.53%', 'css 28.78%']","[',64.53/100 lifestyle,57.38/100 consumer,51.53/100 e-commerce,38.53/100 automotive,38.53/100 entertainment,38.53/100 fashion,38.53/100 food & beverages,38.53/100 medical & healthcare,32.03/100 banking,32.03/100 leisure & travel,']",Gullak,,consumer Company ,"Noida, India",Company Size : 11 to 20 employees,False,Agra Guide,,leisure & travel Company ,"Agra, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Ride-sharing Application,Jason Green,"Co-Founder, Sherpa Apps  ","Denver, United States",Company Size : less than 10 employees,False,SloMo,,entertainment Company ,"Mumbai, India",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,Socio-Political App,Ramesh Kumar,"Product Owner, Constituency Connect  ","New Delhi, India",Company Size : less than 10 employees,False,WashMen,,consumer Company ,"Dubai, United Arab Emirates",Company Size : less than 10 employees
,,,,,,,,,,,,,,SnapNSave,,food & beverages Company ,"Texas City, United States",Company Size : less than 10 employees,False,Money Saving App,,lifestyle Company ,"New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Laundry App,,consumer Company ,"Calgary, Canada",Company Size : 51 to 100 employees,False,Foodify,,medical & healthcare Company ,"Dublin, Ireland",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,FleaBuzz App,,e-commerce Company ,"Istanbul, Turkey",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Agent101 Personal Assistant,,lifestyle Company ,"Kolkata, India",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,PingHelp App,,consumer Company ,"Gurgaon, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,FoodMap,,food & beverages Company ,"Kuala Lumpur, Malaysia",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Time-Buster,,lifestyle Company ,"Mumbai, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Scheduler App,,lifestyle Company ,"Stockholm, Sweden",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,BatOpt App,,lifestyle Company ,"Riyadh, Saudi Arabia",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,MobiTube App,,entertainment Company ,"New York, United States",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Leisure Club App,,leisure & travel Company ,"Brocton, United States",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Glubbr,,consumer Company ,"California City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Money Transfer App,,banking Company ,"Mexico City, Mexico",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,PAPR - Photo Selling App,,e-commerce Company ,"London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,General V.K. Singh App,,lifestyle Company ,"Ghaziabad, India",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Parking Caddie,,automotive Company ,"Los Angeles, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Travelify,,leisure & travel Company ,"Buenos Aires, Argentina",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Online Delivery Platform,,e-commerce Company ,"New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,BookYourCeleb App,,fashion Company ,"Johannesburg, South Africa",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Health App,,medical & healthcare Company ,"São Paulo, Brazil",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Shoe App,,fashion Company ,"Paris, France",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Shopping App,,e-commerce Company ,"Moscow, Russia",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,,,,,,False,Duplays,,entertainment Company ,"Dubai, United Arab Emirates",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Collage Maker,,lifestyle Company ,"Sydney, Australia",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Laundry App,,consumer Company ,"Calgary, Canada",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,SnapNSave,,food & beverages Company ,"Texas City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Socio-Political App,Ramesh Kumar,"Product Owner, Constituency Connect  ","New Delhi, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Ride-sharing Application,Jason Green,"Co-Founder, Sherpa Apps  ","Denver, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Gullak,,consumer Company ,"Noida, India",Company Size : 11 to 20 employees
Konstant Infosolutions,https://extract.co/konstantinfosolutions,Jaipur,India,2003,101 to 200 employees,3 Offices (MNC),Clients from 17 Countries,www.konstantinfo.com,+91 141 402 8078 +1 310-933-5465 +44 20 3239 7253,$15 to $25,"$18,000 to $38,000","['jquery 83.51%', 'mysql 83.44%', 'cakephp 83.32%', 'nodejs 83.17%', 'objective c 70.31%', 'swift 70.04%', 'angular.js 63.67%', 'java 63.36%', 'magento 57.68%', 'mongodb 50.52%', 'reactjs 32.03%']","[',70.33/100 online services,70.06/100 e-commerce,64.19/100 social networking,58.03/100 startup,44.32/100 consumer,43.87/100 automotive,37.47/100 real estate,31.44/100 entertainment,1/100 food & beverages,1/100 retail,']",Time Clock Web & Mobile application,,startup Company ,"Australia Plains, Australia",Company Size : less than 10 employees,False,On-Demand Beauticians Service Provider App,,startup Company ,"Jeddah, Saudi Arabia",Company Size : less than 10 employees
,,,,,,,,,,,,,,Loyalty Mobile Application Development,,consumer Company ,"Doha, Qatar",Company Size : less than 10 employees,False,Online Learning Web and Mobile App Platform,,online services Company ,"Lewes, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Huntmii Dating Mobile Application,,social networking Company ,"London, United Kingdom",Company Size : 21 to 50 employees,False,Mobile App for Online Deal Provider,,startup Company ,"Braselton, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Custom Social Network Startup,,social networking Company ,"Calgary, Canada",Company Size : less than 10 employees,False,Marketplace for Gift Cards,,e-commerce Company ,"Newark, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Rentza Website Development,,startup Company ,"Calgary, Canada",Company Size : less than 10 employees,False,Smart Cargo Web Application,,automotive Company ,"Marseille, France",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,CampGroup Development,,e-commerce Company ,"New York, United States",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,,,,,,False,KIRWM (Keep It Real With Me) Mobile App Development,,startup Company ,"Hempstead, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,YouCallMe | iPhone App Development,,startup Company ,"Thunder Bay, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,juegoFut.com | Soccer League Management,,social networking Company ,"Washington, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Shuphub.com | Multi-vendor Market place built on magento platform,,e-commerce Company ,"Trinidad, Cuba",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Audiofoto | Ecommerce Website,,e-commerce Company ,"Panama City, Panama",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,E-Health Care Tracker | Mobile App Development,,consumer Company ,"El Paso, United States",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Accounting Practice Exchange | Classified advertising service to the accounting practice sales market,,online services Company ,"London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,"Shalala | App marketplace to sell, buy and exchange things, products and services",,e-commerce Company ,"Berlin, Germany",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Online Platform to buy car,,automotive Company ,"Dublin, Ireland",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,HarmonyMixer.com,,entertainment Company ,"Romania, Italy",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,The Ultimate Residual Income Plan,,online services Company ,"Bishops Falls South, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Ecommerce Store to purchase products (Sports Kit),,e-commerce Company ,"Summerville, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Platform to improve Reading Skills of Kids,,online services Company ,"Perth, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Aircraft Booking Application,,automotive Company ,"Abujaga, Nigeria",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,My Identity Doctor- A platform to solve your medical concerns,,e-commerce Company ,"Lakewood, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,The Smartlink App,,online services Company ,"Australind, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Taskclone Web Application,,online services Company ,"Fremont, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Ghana's First Premium Social Discovery Website,,social networking Company ,"Rotterdam, Netherlands",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Website built in Wordpress,,online services Company ,"Jeddah, Saudi Arabia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Platform to connect howe owners to local professionals,,real estate Company ,"Florida City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Expiry Date Calculator application for iPhone & Android,,consumer Company ,"Lausanne, Switzerland",Company Size : 201 to 350 employees
,,,,,,,,,,,,,,,,,,,False,KidHop Website & App Development,,startup Company ,"Hong Kong, Hong Kong",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Auction-based marketplace (iPhone & Android) for rental accommodation,,real estate Company ,"Cape Town, South Africa",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Social Networking Platform (iPhone & Android Application),,social networking Company ,"Hornsby, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,EExpress Website Development,,automotive Company ,"Illinois City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Rentza Website Development,,startup Company ,"Calgary, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Custom Social Network Startup,,social networking Company ,"Calgary, Canada",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Huntmii Dating Mobile Application,,social networking Company ,"London, United Kingdom",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Loyalty Mobile Application Development,,consumer Company ,"Doha, Qatar",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Time Clock Web & Mobile application,,startup Company ,"Australia Plains, Australia",Company Size : less than 10 employees
Octal IT Solution,https://extract.co/octalitsolution,Jaipur,India,2008,101 to 200 employees,6 Offices (MNC),Clients from 17 Countries,www.octalsoftware.com,+18177171793 +44 20 8144 7964 +1 817-717-1793 +65 8420 4780 +355 68 902 0866,$15 to $25,"$18,000 to $38,000","['php 83.56%', 'objective c 83.53%', 'mysql 83.48%', 'swift 83.29%', 'cakephp 83.17%', 'css 77.06%', 'java 70.56%', 'mongodb 69.98%', 'angular.js 58.03%', 'firebase 51.24%', 'codeigniter 45.03%', 'ionic 44.88%', 'reactjs 38.53%', 'laravel 37.31%']","[',63.96/100 online services,62.98/100 social networking,57.12/100 medical & healthcare,56.99/100 e-commerce,51.36/100 education,45.03/100 productivity,45.03/100 leisure & travel,38.53/100 startup,10/100 food & beverages,10/100 real estate,']",Wolero,Hans van Roosmalen,"Owner, Wolero  ","Singapore, Singapore",Company Size : 101 to 200 employees,False,Yogapp,,medical & healthcare Company ,"London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,Baritastic - Health & Fitness App,Mr. Dan Abeling,"Founder, NBL Media LLC  ","Texas City, United States",Company Size : 11 to 20 employees,False,ReneHarley,,social networking Company ,"Florida, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Pro90D - Speech Trainer App,Mr. Michael Williams,"Founder, The Start Speaking Training Center, LLC  ","Florida City, United States",Company Size : less than 10 employees,False,Voila- House Cleaning App,,online services Company ,"Singapore, Singapore",Company Size : less than 10 employees
,,,,,,,,,,,,,,StormPins - Weather Alert App,Mr. Chris Weldon,"Managing Partner, Prospect Hill Advisors, LLC  ","Arlington, United States",Company Size : less than 10 employees,False,Buy and Sell Products,,e-commerce Company ,"Texas City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Browzerzios - Productivity App,Mr. Jason Chapman,"Founder, Creative Print (Nantong) company limited  ","Nantong, China",Company Size : less than 10 employees,False,Mobile E-Wallet,,online services Company ,"Tanzania, Ghana",Company Size : 351 to 600 employees
,,,,,,,,,,,,,,,,,,,False,Bloggsy,,social networking Company ,"London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Coach Finding Web Portal,,online services Company ,"Berlin, Germany",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,College Search Website,,education Company ,"Edmonton, Canada",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Job Search Portal App,,online services Company ,"Florida City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Packers and Movers Application,,logistics & supply chain Company ,"Charlotte, United States",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Online Cleansing Service Provider Application,,online services Company ,"Tehran, Iran",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Health and Fitness Website,,medical & healthcare Company ,"Pune, India",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,,,,,,False,Human Resource Management System,,productivity Company ,"London, United Kingdom",Company Size : 201 to 350 employees
,,,,,,,,,,,,,,,,,,,False,Hotel Booking Application,,leisure & travel Company ,"Dubai, United Arab Emirates",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Job Portal Development,Smruti S,"Owner, DesiSkills  ","Pune, India",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Home and Family Record Application,,online services Company ,"Muscat, Oman",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Yacht Service Application,,logistics & supply chain Company ,"Florida City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Social Networking Application,,social networking Company ,"Minnesota City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Application for Buy and Sell your Products,,startup Company ,"Houston, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Mera Patient | Medical Mobile App with Panic Button,,medical & healthcare Company ,"Jaipur, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Mobile Recharge Application,,productivity Company ,"Jaipur, India",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Education App,,education Company ,"Guntur, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,TechDeal Web and Mobile Application,,productivity Company ,"Brazil, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Onleven Web Application,,e-commerce Company ,"Valencia, Venezuela",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Barbacoa,Manon Schipper,"Owner, Barbacoa.Pro  ","Amsterdam, Netherlands",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Evontix,,e-commerce Company ,"Berlin, Germany",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Tenders KSA,Faraj Alhouty,"CEO, Intelligent Incentives  ","Tabuk, Saudi Arabia",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,TouriXt,Pezhman Amini,"Owner, TouriXt  ","Tehran, Iran",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Naaml - Marketplace App,Mohammed O. AlRuwaili,"Owner,   ","Turaif, Saudi Arabia",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,FeteGuru,,entertainment Company ,"San Fernando, Trinidad and Tobago",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Prediction API Development,Jack Chen,"Founder, Prediction API  ","Singapore, Singapore",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Mpass-Visitor Management Simplified,Ankit Tiwari,"COFOUNDER & COO, m-Pass- Visitor Management Simplified  ","Jaipur, India",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Zydii-Online Learning Platform,,education Company ,"Nairobi, Kenya",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,MobiAdva Loan,,banking Company ,"Kenyatta Road, Kenya",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,GoodMigrations,,news & blog Company ,"Los Angeles, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,FitMeNow,,medical & healthcare Company ,"Los Angeles, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,"Bogin, Munns & Munns- Full Service Law firm",,news & blog Company ,"Florida City, United States",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Sixth Continent,,social networking Company ,"Rome, Italy",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,PR Shots,,news & blog Company ,"London, United Kingdom",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Amgo,,entertainment Company ,"San Francisco, United States",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Browzerzios - Productivity App,Mr. Jason Chapman,"Founder, Creative Print (Nantong) company limited  ","Nantong, China",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,StormPins - Weather Alert App,Mr. Chris Weldon,"Managing Partner, Prospect Hill Advisors, LLC  ","Arlington, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Pro90D - Speech Trainer App,Mr. Michael Williams,"Founder, The Start Speaking Training Center, LLC  ","Florida City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Baritastic - Health & Fitness App,Mr. Dan Abeling,"Founder, NBL Media LLC  ","Texas City, United States",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Wolero,Hans van Roosmalen,"Owner, Wolero  ","Singapore, Singapore",Company Size : 101 to 200 employees
